error	AC147602.5_FG004
error	AC148152.3_FG001
error	AC148152.3_FG005
error	AC148152.3_FG006
error	AC148152.3_FG008
AC148167.6_FG001	Sb02g004800	Si029611m.g	LOC_Os07g08790	Bradi1g55170	none
AC191073.2_FG003	none	none	none	none	none
AC191097.3_FG007	none	Si014375m.g	LOC_Os08g01140	Bradi3g12925	none
AC191098.3_FG002	none	none	none	none	none
AC191107.4_FG001	none	none	none	none	none
AC191107.4_FG002	none	none	none	none	none
AC191113.2_FG002	Sb06g030290	Si009550m.g	LOC_Os04g54830	Bradi5g23510	none
AC191115.3_FG002	none	none	none	none	none
AC191147.3_FG002	none	none	none	none	none
AC191246.3_FG004	none	none	none	none	none
AC191246.3_FG006	Sb04g022670	Si019943m.g	LOC_Os02g34960	none	none
AC191251.3_FG005	Sb01g006090	Si037864m.g	LOC_Os03g57130	Bradi1g06530	none
AC191253.3_FG004	none	none	none	none	none
AC191254.3_FG001	none	none	none	none	none
AC191264.3_FG002	none	none	none	none	none
AC191264.3_FG003	none	none	none	none	none
AC191279.2_FG001	none	none	none	none	none
AC191279.2_FG003	none	none	none	none	none
AC191283.3_FG004	Sb06g000237	Si009276m.g	none	none	none
AC191297.3_FG004	none	none	none	none	none
AC191305.3_FG002	none	none	none	none	none
AC191317.3_FG009	none	none	none	none	none
AC191328.3_FG002	none	none	none	none	none
AC191330.3_FG001	none	none	none	none	none
AC191338.3_FG002	none	none	none	none	none
AC191360.3_FG004	none	none	none	none	none
AC191360.3_FG015	none	none	none	none	none
AC191361.4_FG006	none	none	none	none	none
error	AC191362.3_FG002
AC191380.3_FG001	none	none	none	none	none
AC191401.3_FG009	none	none	none	none	none
AC191401.3_FG013	none	none	none	none	none
AC191410.4_FG004	none	none	none	none	none
AC191412.3_FG005	none	none	none	none	none
AC191418.3_FG003	none	none	none	none	none
error	AC191421.3_FG001
AC191523.3_FG001	Sb07g004930	Si014880m.g	LOC_Os08g08030	Bradi3g15550	none
AC191526.3_FG001	none	none	none	none	none
AC191526.3_FG004	none	none	none	none	none
AC191534.3_FG003	Sb02g008650	none	none	none	none
AC191539.4_FG001	none	none	none	none	none
AC191541.4_FG005	none	none	none	none	none
AC191548.3_FG005	none	none	none	none	none
AC191551.3_FG003	none	none	none	none	none
AC191562.3_FG008	none	none	none	none	none
AC191564.3_FG003	none	none	none	none	none
AC191568.3_FG010	none	none	none	none	none
AC191575.2_FG001	Sb01g002590	Si036962m.g	LOC_Os03g61829	Bradi1g02690	none
AC191577.3_FG004	none	none	none	none	none
AC191578.3_FG003	none	none	none	none	none
AC191589.3_FG003	none	none	none	none	none
AC191598.3_FG007	none	none	none	none	none
AC191601.1_FG003	none	none	none	none	none
AC191622.3_FG003	Sb09g030510	none	LOC_Os05g51390	Bradi2g14470	none
AC191622.3_FG005	none	none	none	none	none
AC191650.3_FG003	none	Si005132m.g	none	none	none
AC191654.3_FG004	none	none	none	none	none
AC191676.3_FG011	Sb01g012950	Si038571m.g	LOC_Os03g45330	Bradi1g13280	none
AC191686.3_FG002	none	none	none	none	none
AC191691.3_FG011	Sb05g009440	Si027772m.g	none	none	none
AC191692.3_FG001	none	none	none	none	none
AC191704.3_FG007	none	none	none	none	none
AC191708.3_FG001	none	none	none	none	none
AC191708.3_FG002	none	none	none	none	none
AC191731.3_FG001	none	none	none	none	none
AC191735.3_FG009	none	none	none	none	none
AC191748.3_FG001	none	none	none	none	none
AC191771.3_FG008	Sb10g029910	Si007320m.g	LOC_Os06g49980	Bradi1g35060	none
AC191778.3_FG001	none	none	none	none	none
AC191782.3_FG001	none	none	none	none	none
AC191790.3_FG005	none	none	none	none	none
AC191804.4_FG002	none	none	none	none	none
AC191927.2_FG002	none	none	none	none	none
AC191961.3_FG009	Sb06g026430	Si012691m.g	LOC_Os04g49310	Bradi5g19290	none
AC192175.3_FG001	none	none	none	none	none
AC192177.3_FG008	none	none	none	none	none
AC192204.3_FG005	none	none	none	none	none
AC192240.3_FG005	none	none	none	none	none
error	AC192244.3_FG001
AC192244.3_FG007	Sb04g002790	Si018301m.g	LOC_Os02g04120	Bradi3g03060	none
AC192330.1_FG004	none	none	none	none	none
AC192356.3_FG003	none	none	none	none	none
AC192362.3_FG002	none	none	none	none	none
AC192362.3_FG003	Sb01g019030	Si036206m.g	LOC_Os10g34200	Bradi3g29100	none
AC192367.2_FG002	none	none	none	none	none
AC192368.3_FG009	none	none	none	none	none
AC192372.3_FG003	none	none	none	none	none
AC192381.3_FG004	none	none	none	none	none
AC192405.3_FG001	none	none	none	none	none
AC192451.3_FG001	Sb04g009850	Si018225m.g	LOC_Os02g16620	Bradi3g09850	none
AC192608.3_FG004	none	none	none	none	none
AC193318.3_FG006	none	none	none	none	none
AC193319.3_FG004	none	none	none	none	none
AC193324.3_FG002	Sb06g025390	Si009194m.g	LOC_Os04g47590	Bradi5g18407	none
AC193335.3_FG001	none	none	none	none	none
AC193353.3_FG002	none	none	none	none	none
AC193379.3_FG001	Sb03g037960	Si004370m.g	LOC_Os01g60060	Bradi2g53277	none
AC193402.3_FG004	none	none	none	none	none
AC193423.3_FG003	none	none	none	none	none
AC193430.3_FG008	none	none	none	none	none
AC193440.3_FG009	none	none	none	none	none
AC193464.3_FG001	none	none	none	none	none
AC193466.3_FG001	none	none	none	none	none
AC193479.2_FG002	none	none	none	none	none
AC193499.3_FG004	none	none	none	none	none
AC193499.3_FG007	none	none	none	none	none
AC193500.3_FG003	Sb01g050390	Si035741m.g	none	Bradi1g78290	none
AC193502.3_FG004	none	none	none	none	none
AC193503.3_FG004	none	none	none	none	none
error	AC193576.3_FG003
AC193591.3_FG001	Sb04g008800	Si018522m.g	none	none	none
AC193592.3_FG001	none	none	none	none	none
AC193598.3_FG002	none	none	none	none	none
AC193606.2_FG001	none	none	none	none	none
AC193606.2_FG005	none	none	none	none	none
AC193625.3_FG008	none	none	none	none	none
AC193625.3_FG010	none	none	none	none	none
AC193630.3_FG003	none	Si006217m.g	LOC_Os06g05380	Bradi1g51030	none
AC193630.3_FG004	Sb10g003180	Si006217m.g	LOC_Os06g05380	Bradi1g51030	none
AC193632.2_FG002	none	none	none	none	none
AC193645.3_FG006	Sb07g003190	none	none	none	none
AC193646.3_FG002	none	none	none	none	none
AC193658.3_FG001	none	none	none	none	none
AC193668.3_FG009	none	none	none	none	none
AC193744.3_FG009	none	none	none	none	none
AC193745.3_FG002	none	none	none	none	none
AC193745.3_FG003	Sb01g006450	none	none	none	none
AC193754.3_FG005	none	none	none	none	none
AC193754.3_FG008	none	none	none	none	none
error	AC193756.3_FG001
AC193767.3_FG003	Sb06g033970	Si021833m.g	LOC_Os04g59430	Bradi5g27400	none
AC193786.3_FG005	Sb03g046090	Si002720m.g	LOC_Os01g72370	Bradi2g60970	none
AC193787.3_FG008	none	none	none	none	none
AC194005.3_FG004	Sb10g001480	Si007294m.g	none	Bradi1g50690	none
AC194008.3_FG007	none	none	none	none	none
AC194016.3_FG001	none	none	none	none	none
AC194022.3_FG013	Sb03g001350	Si005115m.g	LOC_Os01g12270	none	none
AC194022.3_FG014	none	none	none	none	none
AC194031.3_FG002	none	none	none	none	none
AC194032.3_FG010	none	none	none	none	none
AC194039.4_FG009	none	none	none	none	none
AC194045.3_FG001	none	none	none	none	none
AC194047.3_FG006	none	Si022006m.g	none	none	none
AC194056.3_FG008	none	none	LOC_Os01g46440	none	none
AC194072.3_FG005	none	none	none	none	none
AC194097.3_FG008	none	none	none	none	none
AC194097.3_FG009	none	none	none	none	none
AC194101.3_FG001	none	none	none	none	none
AC194103.3_FG006	none	none	none	none	none
AC194104.3_FG007	Sb08g003130	none	none	none	none
AC194104.3_FG010	none	Si012374m.g	LOC_Os12g05560	Bradi4g42480	none
AC194112.3_FG001	none	none	none	none	none
AC194133.3_FG004	none	none	none	none	none
AC194136.3_FG001	none	none	none	none	none
AC194157.3_FG001	none	none	none	none	none
AC194158.3_FG005	Sb01g013740	Si035795m.g	LOC_Os03g43880	Bradi1g13940	none
AC194163.3_FG001	none	none	none	none	none
AC194163.3_FG002	none	none	none	none	none
AC194163.3_FG003	none	none	none	none	none
AC194172.3_FG008	none	none	none	none	none
AC194174.3_FG003	Sb02g023500	Si029422m.g	none	none	none
AC194176.3_FG002	none	none	none	none	none
AC194180.3_FG004	none	Si011889m.g	none	Bradi4g42270	none
AC194203.3_FG003	Sb02g039860	Si031300m.g	LOC_Os07g43290	Bradi1g20670	none
AC194206.3_FG005	none	none	none	none	none
AC194214.3_FG002	none	none	none	none	none
AC194219.3_FG002	none	none	none	none	none
error	AC194259.3_FG001
AC194264.3_FG006	Sb07g024440	Si013196m.g	LOC_Os08g44260	Bradi3g42680	none
AC194272.3_FG003	Sb07g025950	none	none	none	none
AC194273.3_FG006	none	none	none	none	none
AC194273.3_FG007	none	none	none	none	none
AC194298.3_FG005	Sb03g032490	none	none	none	none
AC194321.3_FG009	none	none	none	none	none
AC194325.3_FG006	none	none	none	none	none
AC194335.3_FG001	none	none	none	none	none
AC194338.3_FG008	none	none	none	none	none
AC194341.4_FG001	none	none	none	none	none
AC194341.4_FG002	Sb03g033080	Si003104m.g	LOC_Os01g41610	Bradi2g42680	none
AC194341.4_FG003	Sb03g026980	Si004515m.g	LOC_Os01g41600	Bradi2g42670	none
AC194341.4_FG004	Sb03g026880	Si001199m.g	LOC_Os01g41270	Bradi2g42597	none
AC194350.3_FG001	none	none	none	none	none
AC194355.3_FG002	none	none	none	none	none
AC194356.3_FG002	none	none	none	none	none
AC194357.3_FG003	none	none	none	none	none
AC194362.3_FG003	Sb08g002520	Si010813m.g	none	none	none
error	AC194380.3_FG008
error	AC194389.3_FG001
AC194402.2_FG003	none	none	none	none	none
AC194402.2_FG004	none	none	none	none	none
AC194405.3_FG009	Sb03g037210	Si005009m.g	none	Bradi2g52520	none
AC194405.3_FG021	Sb03g037180	Si004259m.g	none	Bradi2g52490	none
AC194410.3_FG002	none	none	none	none	none
AC194425.3_FG005	Sb03g036330	Si003577m.g	LOC_Os01g57050	none	none
AC194428.3_FG006	none	none	none	none	none
AC194428.3_FG007	none	none	none	none	none
AC194438.3_FG005	none	none	none	none	none
AC194439.3_FG002	none	none	none	none	none
AC194452.3_FG001	none	none	none	none	none
AC194457.3_FG001	Sb02g010540	Si033333m.g	none	none	none
error	AC194467.3_FG006
AC194472.3_FG001	Sb02g042490	Si031399m.g	LOC_Os07g47460	Bradi1g18230	none
AC194478.3_FG005	none	none	none	none	none
AC194480.3_FG001	none	none	none	none	none
AC194480.3_FG003	none	none	none	none	none
AC194481.3_FG002	none	none	none	none	none
AC194485.3_FG002	none	none	none	none	none
AC194591.2_FG004	none	none	none	none	none
AC194591.2_FG005	none	none	none	none	none
AC194592.2_FG001	none	none	none	none	none
AC194597.2_FG001	none	none	none	none	none
AC194609.2_FG003	none	none	none	none	none
AC194613.2_FG002	none	none	none	none	none
AC194633.3_FG014	none	none	none	none	none
AC194666.2_FG010	Sb05g022900	Si026475m.g	LOC_Os11g37920	none	none
AC194670.2_FG001	none	none	none	none	none
AC194705.3_FG004	none	none	none	none	none
AC194712.3_FG002	none	none	none	none	none
AC194719.3_FG002	none	none	none	none	none
AC194734.3_FG004	none	none	none	none	none
AC194824.2_FG003	none	none	none	none	none
AC194824.2_FG005	none	none	none	none	none
AC194828.3_FG004	Sb09g022160	Si024999m.g	none	none	none
AC194828.3_FG012	none	none	none	none	none
AC194839.3_FG001	none	none	none	none	none
AC194852.3_FG007	Sb10g022830	Si006418m.g	none	Bradi1g37280	none
AC194853.1_FG002	none	none	none	none	none
AC194856.3_FG002	none	none	none	none	none
AC194856.3_FG007	none	none	none	none	none
AC194863.3_FG004	none	none	none	none	none
AC194863.3_FG006	none	none	none	none	none
AC194863.3_FG007	none	none	none	none	none
AC194878.3_FG001	none	none	none	none	none
AC194878.3_FG002	none	none	none	none	none
AC194895.3_FG004	none	none	none	none	none
AC194897.4_FG003	none	none	none	none	none
AC194897.4_FG005	none	none	none	none	none
AC194898.3_FG003	none	none	none	none	none
AC194905.2_FG001	none	none	none	none	none
AC194905.2_FG003	none	none	none	none	none
AC194912.3_FG003	none	none	none	none	none
AC194914.3_FG002	Sb01g028330	Si037529m.g	LOC_Os10g42280	Bradi3g34070	none
AC194937.3_FG004	none	none	none	none	none
AC194940.3_FG001	none	none	none	none	none
AC194942.3_FG001	none	none	none	none	none
AC194965.4_FG001	Sb09g004300	Si009598m.g	LOC_Os05g06320	Bradi2g35080	none
AC194965.4_FG004	Sb09g004315	Si011269m.g	LOC_Os05g06340	Bradi2g35057	none
AC194970.5_FG001	Sb02g037510	Si030285m.g	LOC_Os07g39270	Bradi1g23510	geranylgeranyl diphosphate synthase
AC194970.5_FG002	Sb02g037500	Si030508m.g	LOC_Os07g39220	Bradi1g23550	none
AC194970.5_FG004	Sb02g037540	Si029159m.g	LOC_Os07g39300	Bradi1g23480	none
AC194970.5_FG005	Sb02g037520	Si030385m.g	LOC_Os07g39280	Bradi1g23497	none
AC194970.5_FG009	Sb02g037530	Si029696m.g	LOC_Os07g39290	Bradi1g23490	none
AC194972.2_FG001	Sb03g029900	none	none	none	none
AC194974.3_FG001	none	none	none	none	none
AC194974.3_FG005	none	none	none	none	none
AC194977.2_FG004	none	none	none	none	none
AC194980.3_FG002	none	none	none	none	none
AC194980.3_FG005	none	none	none	none	none
AC195058.3_FG003	none	none	none	none	none
AC195135.3_FG002	none	none	LOC_Os03g58500	none	none
AC195138.3_FG004	Sb02g038460	Si031351m.g	LOC_Os07g40850	Bradi1g22440	none
AC195147.3_FG001	none	none	none	none	btb/poz domain protein
AC195147.3_FG008	Sb02g040410	Si032967m.g	LOC_Os07g44010	none	none
AC195148.3_FG001	none	none	none	none	none
AC195154.3_FG004	Sb03g032760	Si000003m.g	LOC_Os01g51630	Bradi2g48076	none
AC195168.2_FG004	none	none	none	none	none
AC195172.3_FG001	none	none	none	none	none
AC195174.2_FG007	none	none	none	none	none
AC195207.2_FG002	none	none	none	none	none
AC195214.3_FG007	none	none	none	none	none
error	AC195220.3_FG003
error	AC195220.3_FG004
error	AC195220.3_FG007
AC195230.2_FG003	Sb03g001910	none	none	none	none
AC195235.3_FG003	none	none	none	none	none
error	AC195240.4_FG002
AC195244.3_FG008	none	none	none	none	none
AC195253.3_FG002	none	none	none	none	none
AC195260.2_FG007	none	Si038750m.g	LOC_Os03g06800	none	none
AC195307.3_FG001	none	none	none	none	none
AC195320.3_FG003	none	none	none	none	none
AC195331.3_FG008	none	none	none	none	none
AC195340.3_FG001	Sb01g006650	Si035662m.g	none	Bradi1g07160	alpha tubulin
AC195340.3_FG002	Sb01g006640	Si036371m.g	LOC_Os03g56300	Bradi1g07150	none
AC195340.3_FG004	Sb01g006530	Si034097m.g	LOC_Os03g56430	Bradi1g07060	none
AC195340.3_FG005	Sb01g006540	Si036787m.g	LOC_Os03g56420	Bradi1g07070	none
AC195342.3_FG002	none	none	none	none	none
error	AC195343.3_FG002
AC195347.4_FG004	Sb04g024900	none	none	none	none
AC195348.3_FG004	none	none	none	none	none
AC195351.3_FG001	none	none	none	none	none
AC195351.3_FG003	none	none	none	none	none
AC195367.3_FG001	none	none	none	none	none
error	AC195370.3_FG004
AC195378.3_FG001	none	none	none	none	none
error	AC195389.3_FG001
AC195402.3_FG001	none	none	none	none	none
AC195458.3_FG001	none	Si019348m.g	none	none	none
AC195484.3_FG003	none	none	none	none	none
AC195485.3_FG002	none	none	none	none	none
AC195536.3_FG006	Sb03g030960	Si003770m.g	none	none	none
AC195545.3_FG003	none	none	none	none	none
AC195580.2_FG010	none	none	none	none	none
AC195587.4_FG003	Sb10g004305	Si007993m.g	none	none	none
AC195587.4_FG004	Sb10g004410	Si008218m.g	LOC_Os06g06770	Bradi1g48477	none
AC195596.3_FG002	none	none	none	none	none
AC195596.3_FG005	none	none	none	none	none
AC195608.3_FG005	none	none	none	none	none
AC195608.3_FG006	none	none	none	none	none
AC195685.3_FG001	none	none	none	none	none
AC195785.3_FG004	Sb08g023250	Si021203m.g	LOC_Os12g44320	Bradi4g00206	none
AC195794.3_FG002	Sb07g022510	Si014277m.g	LOC_Os08g35750	none	none
AC195796.3_FG001	Sb04g029880	Si019835m.g	LOC_Os02g48590	Bradi3g53390	none
error	AC195798.3_FG001
AC195806.3_FG001	none	none	none	none	none
AC195807.3_FG004	none	none	none	none	none
AC195825.3_FG001	none	none	none	none	none
AC195826.2_FG006	none	none	none	none	none
AC195860.3_FG002	none	none	none	none	none
AC195860.3_FG005	Sb09g028140	Si023724m.g	none	Bradi2g16920	none
AC195860.3_FG006	Sb09g028130	Si021323m.g	LOC_Os05g48422	Bradi2g16930	none
AC195864.3_FG017	none	Si031975m.g	none	Bradi1g20570	none
AC195864.3_FG020	Sb02g040110	none	none	none	none
AC195874.2_FG002	Sb05g007040	Si026975m.g	none	Bradi4g21080	ap17 clathrin associated protein
AC195914.2_FG002	none	none	none	none	none
AC195914.2_FG003	none	none	none	none	none
AC195920.3_FG006	none	none	none	none	none
AC195946.3_FG003	none	none	none	none	none
AC195954.3_FG001	none	none	none	none	none
AC195957.3_FG003	none	none	none	none	none
AC195959.2_FG004	none	none	none	none	none
AC195980.2_FG004	none	none	none	none	none
AC195989.3_FG004	none	none	none	none	none
AC195995.3_FG006	none	none	none	none	none
AC195995.3_FG008	none	none	none	none	none
AC195999.3_FG005	none	none	none	none	none
AC196002.2_FG002	none	none	none	none	none
AC196008.1_FG001	Sb04g027820	Si017502m.g	none	none	none
AC196008.1_FG004	Sb04g027770	Si019327m.g	none	none	none
AC196009.2_FG008	none	none	none	none	none
AC196018.3_FG003	none	none	none	none	none
AC196019.3_FG001	none	none	none	none	none
AC196025.3_FG001	none	none	none	none	none
AC196025.3_FG002	none	none	none	none	none
AC196025.3_FG008	Sb04g001750	none	none	none	none
AC196025.3_FG009	Sb04g001750	none	none	none	none
AC196025.3_FG010	Sb04g001750	none	none	none	none
AC196025.3_FG011	none	none	none	none	none
AC196025.3_FG012	Sb04g001750	none	none	none	none
AC196025.3_FG013	Sb04g001750	none	none	none	none
AC196025.3_FG015	none	none	none	none	none
AC196035.3_FG002	none	none	none	none	none
AC196043.3_FG005	none	none	none	none	none
AC196048.2_FG001	none	none	none	none	none
AC196059.3_FG003	Sb01g045330	Si037247m.g	LOC_Os03g08080	Bradi1g72780	none
AC196065.3_FG001	none	none	none	none	none
AC196066.3_FG003	Sb01g015370	none	LOC_Os03g39640	Bradi1g15270	none
AC196082.3_FG001	none	none	none	none	none
AC196090.3_FG006	Sb01g049280	Si034390m.g	LOC_Os03g02750	Bradi1g77260	none
AC196096.3_FG005	none	none	none	none	none
AC196105.3_FG002	none	none	none	none	none
error	AC196106.2_FG001
AC196110.4_FG004	none	none	none	none	cystatin, cysteine proteinase inhibitor
AC196123.3_FG001	none	none	none	none	none
AC196130.3_FG002	none	Si003784m.g	none	none	none
AC196135.3_FG006	none	none	none	none	none
AC196143.2_FG003	none	none	none	none	none
AC196154.3_FG014	none	none	none	none	none
AC196154.3_FG018	none	none	none	none	none
AC196156.3_FG003	Sb01g011720	Si039792m.g	LOC_Os03g48110	Bradi1g12210	none
AC196158.3_FG002	none	none	none	none	none
AC196161.3_FG002	Sb01g038330	Si037484m.g	LOC_Os03g18330	Bradi1g65410	none
AC196161.3_FG004	none	none	none	none	none
AC196170.2_FG003	none	none	none	none	none
AC196171.6_FG002	none	none	none	none	none
AC196202.3_FG007	none	none	none	none	none
AC196206.3_FG007	none	none	none	none	none
AC196212.3_FG001	none	none	none	none	none
AC196213.3_FG001	none	none	none	none	none
AC196259.2_FG010	Sb03g028310	Si004079m.g	none	Bradi2g43890	none
AC196262.4_FG006	none	none	none	none	none
AC196278.2_FG003	Sb05g005680	Si025848m.g	LOC_Os11g08330	Bradi4g23600	none
AC196278.2_FG004	Sb05g005680	Si025848m.g	LOC_Os11g08330	Bradi4g23600	none
AC196278.2_FG005	none	none	none	none	none
AC196290.3_FG007	none	none	none	none	none
AC196394.3_FG002	none	Si039989m.g	none	none	none
AC196395.3_FG001	none	none	none	none	none
AC196412.3_FG001	Sb07g003040	Si013579m.g	LOC_Os08g04540	Bradi3g14730	none
AC196417.3_FG008	none	none	none	none	none
AC196420.4_FG002	none	none	none	none	none
AC196426.3_FG007	Sb03g025850	none	LOC_Os01g39310	Bradi2g41660	none
AC196431.2_FG001	none	none	none	none	none
AC196432.3_FG007	none	none	none	none	none
error	AC196436.3_FG002
AC196437.3_FG001	none	none	none	none	none
AC196439.3_FG002	none	none	none	none	none
AC196465.3_FG002	none	Si005194m.g	none	Bradi2g46210	none
AC196465.3_FG006	Sb03g030770	Si000028m.g	LOC_Os01g48180	Bradi2g46230	none
AC196470.3_FG007	none	none	none	none	none
AC196475.3_FG004	Sb07g003860	Si014900m.g	LOC_Os08g06100	Bradi3g16530	caffeate o-methyltransferase
AC196475.3_FG005	Sb07g003900	Si013369m.g	LOC_Os08g06140	Bradi3g16480	none
AC196488.3_FG007	none	none	none	none	none
AC196489.3_FG002	Sb06g014530	Si011190m.g	none	none	none
AC196502.3_FG003	none	none	none	none	none
AC196575.3_FG007	none	none	none	none	none
AC196637.2_FG002	Sb03g041980	Si004352m.g	LOC_Os01g66160	Bradi2g57140	none
AC196642.4_FG003	none	none	none	none	none
AC196708.3_FG006	Sb04g003330	Si019196m.g	LOC_Os02g05060	Bradi3g03670	none
AC196709.3_FG001	none	none	none	none	none
AC196710.3_FG013	none	none	none	none	none
error	AC196714.3_FG004
AC196719.3_FG002	none	none	none	none	none
AC196726.2_FG001	Sb02g029816	none	LOC_Os09g34020	none	none
AC196728.3_FG003	none	none	none	none	none
AC196779.3_FG003	Sb10g002690	Si007905m.g	LOC_Os06g04790	Bradi1g51330	none
AC196780.4_FG003	none	Si003634m.g	LOC_Os01g61840	none	none
AC196789.3_FG001	none	none	none	none	none
AC196795.4_FG009	none	none	none	none	none
AC196954.2_FG012	Sb06g029380	Si011881m.g	none	Bradi5g22660	none
AC196956.3_FG003	none	none	none	none	none
error	AC196957.3_FG005
AC196961.2_FG003	none	none	none	none	none
AC196961.2_FG004	none	none	none	none	none
AC196972.3_FG009	none	none	none	none	none
AC196974.3_FG008	none	none	none	none	none
AC196978.5_FG002	Sb08g002780	Si026880m.g	LOC_Os11g02165	none	none
